,E,M,N,spike,nsp1,nsp10,nsp11,nsp12,nsp13,nsp14,nsp15,nsp2,nsp4,nsp5,nsp5_C145A,nsp6,nsp7,nsp8,nsp9,orf10,orf3a,orf3b,orf6,orf7a,orf8,orf9b,orf9c,SARS,IBV,MERS,CoV-229E,CoV-NL63,MHV
Aminohippuric acid,1.433935165,1.691146374,1.197469234,1.609298825,1.60577333,1.718608856,1.152112126,1.232360721,-0.345355332,2.077170372,1.842527032,1.601945639,1.606526375,1.648695707,1.407136917,1.465408564,1.880239129,1.599026442,1.224513054,1.595758319,1.648584843,1.885044575,1.473593593,1.094666362,1.998059273,0.75303781,1.992344022,2.165729523,1.542011976,1.731264114,1.615895152,1.8691926,1.179791212
Aminoglutethimide,1.351232052,1.21201098,1.582469463,1.034869432,1.10023129,1.208584428,0.981105447,1.042060375,0.293201059,1.111961842,0.607897937,1.573444247,1.574227691,1.200620413,1.385276914,1.582490683,1.034154892,0.882348418,0.458472341,1.087810397,1.077240586,0.751470685,0.52210933,1.386877537,1.185658336,0.353076875,1.463984728,2.165494442,1.935938001,1.785764575,1.189610362,1.24368751,1.827454329
Articaine,0.900428057,0.948727548,1.499493361,1.110980749,0.655180991,1.171655059,0.995946348,0.695770264,-0.575089753,1.227191329,0.497786075,1.106842756,1.209652543,0.920459509,1.117129564,1.000717521,0.836926579,1.429491162,-0.251059413,0.924497485,0.647756934,0.493361264,0.028662926,0.697220266,1.17540741,0.565062165,1.179867625,2.157962799,2.084600925,1.918215752,1.019877791,0.988957167,1.599162936
Probenecid,1.676161408,1.695259929,1.657343268,1.276030302,1.670053124,1.963827848,0.969087303,1.821309805,-0.090309732,1.83137536,1.33151114,1.798496366,1.696011543,1.993224263,1.310174942,2.000039101,1.575237751,0.872942984,1.24548471,1.197360396,1.921301603,1.845517516,1.445718527,1.48922646,1.817937255,0.606484711,1.942847848,2.157350302,1.552405477,1.356051445,1.426466823,1.731294513,1.357972264
Glucaric acid,0.058650576,1.42368269,0.804352999,0.46496436,-0.734127343,1.612397075,-0.014036227,0.050072435,-0.653482914,1.082506418,-0.700486481,0.610937238,1.000533104,0.965584159,0.288418621,0.633048713,0.127943888,0.261778116,-0.51406765,-0.176136225,1.106907606,0.732623041,0.11344599,1.273608327,0.743985415,-1.152123332,1.215849996,2.156246424,1.188425899,0.969577074,-0.129603669,0.299892128,1.911604762
Insulin human,0.752695978,0.899885654,1.464178443,1.145463586,1.213600278,1.23571682,1.036701679,0.502750695,-0.816175818,1.21584928,0.933074176,1.105861306,1.449800134,0.806857705,1.172469258,1.02531004,1.305232644,1.25272131,0.388067603,1.049680352,0.973112285,0.808453798,0.573504806,0.522449374,1.53831017,0.664334536,1.490558028,2.15196085,2.06679678,1.800826073,1.307342291,1.52098453,1.253769636
Sulfathiazole,1.002052188,0.908411145,0.719812274,1.01330781,0.486634165,1.174626231,0.529349923,0.872929335,-0.416765869,1.569304228,0.270173252,1.379134893,0.680951118,1.068583727,0.654469967,1.003018498,0.866457224,1.216924071,-0.018120509,0.900269747,0.737271905,0.951282382,-0.080623761,0.396181405,1.101800084,-0.493340939,1.407503486,2.147353888,1.398120642,2.384042263,0.738254786,0.822325349,1.38617456
Sulfisoxazole,0.956903577,0.770799279,0.721820235,0.986857235,0.658482373,0.834455192,0.286388367,0.619214654,-0.69428134,1.234253287,0.344723701,1.315736413,0.768285573,1.155905008,0.882971168,1.081782222,1.018904448,1.296452403,0.014203954,0.796473444,0.54915601,0.980977893,-0.016652914,0.392864853,1.342211604,-0.492729813,1.494496346,2.138817072,1.406144857,2.13774991,0.925462306,1.360401034,1.114764094
Ethionamide,1.287408829,1.698023438,1.160782933,1.213161111,0.747756779,1.464921117,0.914912105,0.605613708,-0.833291173,2.014938116,1.244292498,1.386983037,1.28706181,1.537929654,0.938261569,1.149893522,1.478585839,1.562356234,0.413767874,1.218156695,1.006207228,1.565092564,0.52753365,1.150987387,1.897260785,0.277399749,1.701079011,2.133965015,1.855530262,1.822188854,1.038173199,1.264079094,1.457071066
Sulfanilamide,1.146938086,0.907093644,0.812541008,0.900090039,0.527064621,0.991140842,0.446183085,0.892546475,-0.162273318,1.224346042,0.198165178,1.374509692,0.747662604,0.973450303,0.937618852,0.906322718,0.976013005,1.194046974,0.082092136,0.879199862,0.731418669,0.835925817,-0.097151212,0.483044654,0.997496188,-0.334804744,1.419341922,2.13266468,1.612430334,2.057651043,0.784110069,0.958852172,1.494753003
Pentamidine,2.008234262,1.904921412,1.635640621,1.951251507,1.368932843,1.869489312,1.71692121,1.620311141,1.061046958,2.111294746,1.314459085,1.935931206,1.687714219,2.122294903,1.740224004,1.818570018,1.618158579,1.678863764,1.156842232,1.719335794,1.546282053,1.782508969,1.260521531,1.981023073,1.900752306,0.755931616,1.951172948,2.131598234,1.734200358,2.34449935,1.779783845,1.817282081,2.03573966
Danazol,1.961634755,1.593800187,1.88525033,1.384363413,1.483814955,1.859389067,1.392237544,1.937248349,1.383225203,1.569475293,1.013748288,1.776104808,1.868180156,1.910111189,1.554381967,2.02221489,1.52040863,1.151908159,1.373774767,1.335197687,1.642406702,1.532171369,1.329156041,2.181241274,1.666922092,0.968572974,1.597853422,2.127422571,1.985975146,2.12572813,1.695480347,1.823781371,2.000343084
Mafenide,1.899474621,1.41692996,0.989775717,1.783426046,0.864232063,1.487216949,1.267374516,1.331031799,0.863895476,2.009984016,1.206839323,1.614289165,1.047499895,1.579820871,1.517182469,1.085065842,1.592457652,2.01334548,0.842915475,1.949338198,1.268263936,1.552396417,0.681126297,1.354672432,1.306711435,0.352780551,1.634052992,2.126420975,1.539942503,2.090274096,1.416383862,1.439292192,1.754030228
Pyrimethamine,1.910551429,1.826445103,1.363627791,2.319334745,1.529705524,1.752483368,2.034597397,1.665037632,1.492336869,2.414068699,1.593678832,2.160746098,1.5632267,1.860272408,1.671903253,1.737336755,1.590173483,1.963173866,1.331843615,2.053008318,1.578396201,1.827662826,1.337287545,1.681110024,1.859140158,0.605579972,2.112369061,2.124765873,1.754042864,2.963075876,1.972105265,1.636885881,1.83984375
Sulfamethoxazole,1.550269008,1.418486714,0.896871865,1.321044445,0.636107862,1.291292548,0.476821274,0.879842401,-0.037077505,1.613498926,0.449270904,1.610434532,1.020967722,1.690618992,1.111426353,1.51953876,1.179824352,1.107209206,0.243515685,1.104688168,0.960471272,1.283817768,0.367556065,1.09512794,1.420776963,-0.833822906,1.763160229,2.123915911,1.241912365,2.081783772,1.158347487,1.360693574,1.583365679
Insulin glulisine,1.001280546,0.954496622,1.614290595,1.01197052,1.313670754,1.565603852,1.002082825,0.951873839,-0.613853812,1.1634444,0.721082807,1.283251286,1.513150334,1.006193638,1.164838791,1.335030794,1.160910964,0.977819502,0.38485226,0.882308125,1.111854911,0.653057039,0.682197094,0.771017671,1.355125904,0.896376729,1.36990869,2.121440649,1.879531384,1.609601736,1.278447032,1.236286998,1.420022607
Saxagliptin,0.936828077,1.096635461,1.489133,0.572625041,0.847120106,1.256257653,0.425537854,0.647932351,-0.856555343,0.912536621,0.218029484,1.205129027,1.142384052,0.990282834,0.737043858,1.352343202,0.796028137,0.53647083,-0.354613096,0.342758268,0.665559292,0.310216516,0.062571093,0.527593195,1.093600869,0.132624537,1.228938937,2.120541334,1.587492228,1.474239111,0.889639556,0.826922357,1.277659416
Beclomethasone dipropionate,0.65814817,0.654583991,1.051526785,0.959894359,0.528897285,0.963889062,0.633869112,0.364683568,-0.008201405,0.499825358,0.025081459,0.57792747,0.82304877,1.31521225,1.095707417,1.076775432,0.798178554,0.932745516,0.195353672,0.094100334,0.21617201,0.563693166,0.225052625,1.149567962,1.372114539,0.571707547,1.140991211,2.111826897,1.672587156,1.190176487,1.041796446,1.666263461,1.516078234
Bumetanide,1.492191792,1.031226039,1.76100862,0.552002311,1.67456913,1.389615178,-0.007361141,1.294616818,-1.366872907,0.989027262,1.267962933,1.170076847,1.016787171,1.583381891,0.995565951,1.671132684,1.835105062,0.690207183,0.595060289,0.884506285,1.061132669,1.170951009,0.671548307,0.503690302,1.753231883,1.197811723,1.475820303,2.109985352,1.292614698,0.280868202,1.182889342,1.689534545,0.427289814
Sulfamerazine,0.996352792,0.701680541,0.925823629,0.694195807,0.449618876,0.960544229,0.091535866,0.647769928,-1.310860753,1.219062328,0.072989061,1.287859201,0.561881721,0.920730531,0.577899873,0.995743811,0.811001241,1.138358593,-0.503023922,0.72968173,0.401172251,0.536761999,-0.52489984,0.062524885,1.04456985,-0.366892844,1.157109976,2.10789156,1.501266718,2.156872749,0.65639782,0.734398782,1.12434113
Aloe Vera Leaf,0.746818483,1.190945745,0.202582449,0.514478326,-1.412021875,1.651353836,0.034936301,-0.797544301,-0.307573169,0.677630484,-1.351060867,0.095419586,0.576918304,0.469600111,0.072032012,-0.016166693,0.645827413,0.798529506,-1.031891346,-0.195854887,0.271209836,-0.288414687,-0.734631658,1.235117555,-0.123476781,-2.059929132,0.545040011,2.100793839,1.064576149,1.908431768,0.053046893,0.048950244,2.38629365
Cholestyramine,0.870488048,1.180205584,1.279869914,0.255773067,0.45197311,1.963916063,-0.173597783,0.627973258,-2.15540266,0.882807493,0.108795203,0.522408307,1.272320986,1.019435644,0.482690126,0.895393014,1.497921824,0.741146922,-0.215894505,0.018242447,1.28153348,0.723439753,0.286548555,0.591556013,0.875808477,-0.413352549,1.127055764,2.100523233,1.444279552,0.77692157,0.417184651,1.086004972,1.032847762
Troglitazone,1.710561156,1.510629773,1.838043094,1.492384791,1.738576651,1.625246525,1.250103116,1.807893276,0.298178732,1.672600389,1.122832656,2.0754354,1.69165957,1.686482549,1.596925855,2.036227226,1.280966759,0.944391489,0.833748817,1.363518596,1.626130819,1.349276543,1.099484801,1.223397136,1.606511712,0.55587852,1.907786131,2.089663029,1.746201038,1.877162576,1.602718353,1.542090654,1.411340594
Miglitol,1.583837152,0.91735822,1.723127365,1.180719376,1.352608919,1.243820786,0.897319913,1.336319327,-0.002027813,0.950942159,0.822478592,1.405921578,1.503262281,1.300130963,1.637642503,1.431429148,1.652854443,1.20985055,0.591413498,1.237676024,1.122577786,0.950764477,0.585806787,0.896168172,1.29426527,0.635637522,1.445780039,2.081255913,1.944794178,1.821557522,1.533095121,1.854189157,1.351043224
Methotrexate,1.914380908,2.172563553,1.423417449,1.955831647,1.862661004,2.093131304,1.811265945,1.720290303,1.45780611,2.411993742,1.973353863,1.666909575,1.637404203,2.522704601,1.553495049,2.170580864,1.664569259,0.978474915,2.16361618,1.760116935,1.855609775,2.404848576,2.034934282,2.475012779,2.405772924,1.492046118,2.06465292,2.077654123,1.272665501,1.16570282,1.673125267,2.042051554,1.943743348
Corticotropin,1.434063554,1.461884975,1.350712657,1.57190454,0.766655266,2.028256416,1.297465801,1.125534534,1.37432158,1.486992002,0.933003485,0.990106642,1.310964346,2.064663887,1.290106416,1.440416813,1.384949684,1.417950749,1.357137442,1.023244977,1.210406423,1.611960649,1.49132359,2.322826624,1.684844017,0.895564198,1.365067005,2.071598053,1.648887515,1.162214398,1.552574158,1.866152167,1.997763991
Pramlintide,1.08590889,0.800625384,1.538244605,1.135923982,1.165523529,1.431097031,1.120738626,1.006097198,-0.589324594,1.137881398,0.82338357,1.122235656,1.448061943,0.928474545,1.256135225,1.019832015,1.364446044,1.565811276,0.334826529,1.046494246,1.061510205,0.693112612,0.494197577,0.602197409,1.1867975,0.869969606,1.214353561,2.069819689,2.046280622,1.999523163,1.318046808,1.384170651,1.334896803
Glutaric Acid,0.258668602,0.416279972,1.194921136,-0.40993157,-0.27290538,0.998288214,-0.881096065,0.387636721,-1.18002212,1.073854327,0.239343822,0.589075387,0.213700294,0.460317463,-0.680706203,0.522253275,-0.040503502,1.221430898,-1.201725006,-0.161270976,0.479116797,0.229216963,-0.605469704,-0.021481453,0.864389718,0.275803387,0.314994663,2.066520452,1.42086935,1.336890221,-0.17456995,-0.204466417,0.078203075
Nateglinide,1.545690298,1.326919556,1.956181645,1.380716324,1.836592436,1.469099522,1.010671973,1.536538601,-0.573448718,1.492772102,1.398155451,1.766072273,1.491176009,1.635561466,1.637751937,1.786378264,1.649482965,1.314177155,0.84333998,1.422567606,1.34600246,1.357950687,0.95130372,0.786887228,1.867675543,1.194456339,1.82538569,2.066035986,1.80191958,1.397947788,1.643029213,1.763899446,1.163491964
Hydroxychloroquine,1.73219192,1.938446403,1.363964438,1.824531913,0.943960071,1.836018205,1.61747241,1.409405947,1.680505157,1.895406604,1.117253661,1.638930202,1.606354952,2.085152626,1.569928408,1.557429075,1.485009789,1.511109948,1.258518577,1.379706144,1.559597373,1.861217499,1.434770465,2.180089474,1.723733306,0.304329306,1.900422573,2.063225746,1.654373407,1.920146942,1.487308025,1.726536274,2.260943174
Mometasone,0.789109051,0.681448042,1.243378997,0.876497984,0.496363252,0.89326936,0.622659981,0.670302272,0.338814765,0.46912694,0.002180964,0.558283925,0.754033566,1.592674494,1.156566262,1.289733171,0.689146757,0.862303436,0.224989817,0.079623669,0.278011173,0.71002692,0.110495254,1.504252791,1.374899983,0.750803292,1.109887719,2.060328245,1.622653842,0.915115058,0.835074425,1.727012396,1.667072058
Spironolactone,2.44181776,1.438156843,2.023316145,1.545492172,2.256768942,1.709806323,1.078572631,2.19152689,0.574741125,1.312921047,1.370867848,2.231836796,1.789711833,1.972689271,2.148629427,2.198569059,2.186223507,0.928525388,1.551367044,1.842909098,1.755653739,1.551201701,1.498199344,1.326720953,1.819195509,1.138588667,1.995104313,2.058284283,1.656762004,1.798726916,2.216653585,2.234987736,1.379258394
Insulin aspart,1.647971749,0.962399602,1.764155865,1.494176865,1.697633505,1.605978489,1.292393088,1.344939351,-0.091671288,1.269216537,1.089260221,1.643218756,1.663647771,1.264307261,1.750828981,1.536389589,1.644063115,1.396069288,0.757838666,1.541533828,1.267758727,0.888886273,0.941632926,0.873539269,1.43670404,0.951157749,1.561905026,2.056180239,1.990581155,2.022217274,1.871218801,1.748916388,1.415970802
Colesevelam,0.907299697,1.154503465,1.13958025,0.145790428,0.879873991,1.937674284,-0.22914733,0.935459256,-1.974778891,1.043911457,0.674206316,0.53708744,1.279319763,1.010872126,0.329544723,1.02422452,1.819918871,0.662615955,0.35210529,0.256211847,1.543462634,1.097776771,0.709786534,0.503493786,1.051601291,-0.053667508,1.133919954,2.048323393,1.172709227,0.52667284,0.489957184,1.26329565,0.61704427
Liraglutide,0.904583633,0.6206761,1.531699777,0.846004546,1.074902773,1.244540453,0.760581791,0.681664646,-0.876040995,0.841312945,0.388979942,1.117505312,1.310783744,0.70415014,1.043612242,1.148219585,0.984183252,0.950713694,-0.078250825,0.730978966,0.665255427,0.157309175,0.195128441,0.412912071,1.012492657,0.644958615,1.030729532,2.042860031,1.895058513,1.793854356,1.215311289,1.026718497,1.250140548
Methazolamide,1.791636705,1.051293015,1.069287896,1.160885334,1.470243931,1.172239661,0.726782501,0.761278927,-0.50411129,1.117983103,1.306050897,1.260723591,1.079329491,1.436347604,1.476103902,1.407516956,1.701224804,1.173613071,0.440349758,1.387509465,0.562272787,0.75020647,0.566608906,0.845705986,1.376277447,0.868456125,1.36373961,2.038436651,1.195320249,0.911702871,1.50622201,1.603652716,0.867345095
Sunitinib,2.233701468,1.905969858,2.022254944,1.577541471,1.812591672,2.000439167,1.826080322,1.7113837,1.52798593,2.179836273,1.825805068,1.775405645,1.599157095,1.847183704,1.181647301,1.707612872,1.836948276,1.746343732,1.788155437,1.784904003,1.601349711,1.747204542,1.535988927,1.940797687,2.117305279,1.712105989,1.649547935,2.032980204,2.281567812,2.378617764,1.855908513,1.479536891,1.9719311
Sitagliptin,1.577682018,1.382312536,1.595328093,1.553602338,1.786459088,1.626080632,1.43969655,1.622036338,0.166447252,1.547825813,1.290212154,1.622912765,1.530068159,1.568399668,1.597892404,1.659200788,1.544568539,1.2674793,0.855299354,1.283758402,1.337293029,1.162826657,1.047333121,0.964281261,1.644411683,1.165426016,1.675553203,2.029249191,1.573643088,1.836994529,1.681779146,1.638416767,1.356331706
Difluocortolone,1.119439721,1.109342217,1.763970733,0.988907576,0.759716034,1.511133909,0.965791106,0.864571333,-0.412943751,1.243177295,0.593315184,1.174096107,1.155975819,1.145026803,0.972310781,1.104396105,1.030811906,1.402693033,-0.121145204,0.776477337,0.765799999,0.601172805,0.222616494,0.738374889,1.221690178,0.683426619,1.181584001,2.016607523,2.027087212,1.665000677,1.026651144,0.896942139,1.472612858
Insulin detemir,1.521523356,1.157216311,1.869129658,1.330726147,1.532703876,1.607087612,1.255489469,1.438956022,0.000633531,1.45493865,1.141579151,1.613180161,1.521124005,1.391702652,1.41386354,1.510267258,1.418165922,1.480542898,0.637804985,1.369708657,1.30173707,1.036438227,0.868119419,0.994947612,1.519463181,1.147926331,1.46322,2.014254093,1.912253141,1.904696941,1.531023383,1.409866452,1.410577536
Insulin pork,1.070798635,1.03005147,1.761926174,1.372577786,1.37110436,1.262861729,1.344310403,1.041460991,-0.109310105,1.426803231,1.319706917,1.307560205,1.423610806,1.166643381,1.362355471,1.131925106,1.481552839,1.692269683,0.681937277,1.320851803,1.116971612,1.225400805,0.759745419,0.741875589,1.738427639,1.186920166,1.526543379,2.012852669,2.119101048,1.898200631,1.423060417,1.71562469,1.228327632
Cyclosporine,2.411488533,2.2400949,1.818046689,2.463508368,2.087910891,2.184190512,2.100203276,2.24043417,1.895054102,2.461129427,2.110658407,2.306664228,1.891178846,2.731870174,2.181337833,2.192066908,2.200911522,1.874385953,2.014405489,2.024425745,1.952184677,2.546377182,2.156625271,2.153077602,2.579745054,1.453505874,2.418640852,2.012405396,1.470758438,2.104143858,2.192052126,2.38974452,1.770764232
Insulin lispro,1.711142063,1.239550233,1.6068964,1.732904553,1.739774227,1.565132856,1.454425216,1.265877008,0.276837319,1.572032571,1.471945882,1.689475894,1.690269709,1.352067828,1.767271519,1.471304774,1.89911437,1.590481997,1.07003808,1.833405137,1.40185225,1.295609593,1.213147283,0.972994924,1.675174594,0.755224526,1.776348948,2.008509874,1.868977666,2.126327276,1.908291221,1.929157615,1.376950026
Tretinoin,2.042961359,1.984931827,1.636687279,1.747004867,1.657600641,1.807270765,1.638998985,1.959387183,1.381193876,2.234302998,1.741906762,1.955069184,1.500449419,2.170192957,1.601684213,1.887362242,1.710569143,1.522085071,1.471339822,1.691185117,1.647538424,2.046130657,1.459919333,1.983564258,2.124757767,1.456337214,1.93055582,1.990414262,1.484532356,1.675895691,1.478114247,1.676632524,1.759484529
Chlormerodrin,1.666562676,1.339548707,2.289484501,0.576360524,1.067773581,1.591501236,0.666069627,0.909069657,-0.577754498,1.32207191,1.217653394,1.064637423,1.234328389,1.527421355,0.726551175,1.316506863,1.546729684,1.491706729,0.318015516,1.184289455,1.072430968,1.132120728,0.375496149,1.438753247,1.678142428,1.372921824,1.143046498,1.988612175,2.05481863,0.864033937,0.885629296,1.185778499,1.137818336
